ID,Nome,Tamanho,Valor
67,Acorn Stores,One Size,33.2217288623665
68,Ecko Unlimited,XXXL,53.7110502876858
69,Koton,XXL,2.53590196582298
70,Rip Curl,L,92.1737714871642
71,Six Deuce,XXS,69.2014079616412
72,Real Gold,XXL,34.3233924323336
73,Dollie & Me,XL,77.3084697049616
74,Brooks Brothers,M,91.4727433759127
75,Countess Mara,XXXL,38.3057178651475
76,Andrew Marc,XXS,91.9360653888136
77,Loyandford,L,7.16577284511448
78,Koton,M,38.0231950921115
79,Mossimo,XS,2.07162196006236
80,Bujo,S,54.3156315401735
81,Mossimo,XXS,68.3165687733873
82,Ecko Unlimited,M,66.9377658627638
83,Ecko Unlimited,XS,36.5120805583485
84,Dollie & Me,XL,15.6860304305731
85,Acorn Stores,XXXL,81.3244591622262
86,C&A,One Size,12.2798363539762
87,Lilli Ann,XXXL,50.5055285466395
88,Real Gold,XXL,41.7915914011149
89,DKNY,XXS,50.0205334033913
90,Levis,XL,96.1538621243806
91,Real Gold,One Size,21.6688836247981
92,Ex-Boyfriend,XXL,49.1802750370373
93,Levis,M,94.3016872602988
94,EMEL Fashion,One Size,59.6259955901774
95,Ex-Boyfriend,S,6.19699035268137
96,C&A,One Size,67.1088283379138
97,Guess,XL,37.4554192924199
98,Guess,One Size,29.5015582062777
99,Merc Clothing,XXXL,5.58926690583549
100,Nice Collective,XS,39.3874221636855
101,Real Gold,M,12.9302256600606
102,Ex-Boyfriend,XXS,24.9198114261589
103,Old Navy,XXL,13.98421953059
104,EMEL Fashion,XXL,43.1162309027818
105,Ethika,XXS,53.3161414704826
106,Mataano,XXS,6.26710854948829
107,Andrew Marc,XS,51.8869309494677
108,Countess Mara,XXS,65.4492962087734
109,Tommy Hilfinger,XXXL,92.3985877714113
110,Brooks Brothers,XXXL,22.0236123842297
111,SABA,XS,96.2437806079368
112,Converse,M,94.0022686412568
113,Calvin Klein,L,13.8658537254044
114,Marchesa,XXS,88.2231357196454
115,Real Gold,XXL,88.4326704970713
116,Forever Lazy,S,73.4733548492535
117,Koton,XXXL,95.8799173510074
118,Lee,XXS,7.71255950057533
119,Ex-Boyfriend,XS,96.046926553383
120,Bujo,XXL,27.7280717136935
121,Forever 21,XS,64.2472732203301
122,Cross Colours,XXL,54.9430749863121
123,Merc Clothing,XXXL,14.2026197967132
124,Lee,XXL,43.9895361359182
125,Karen Kane,XS,3.32134666634786
126,Mohito,XXS,16.2028599699041
127,Cross Colours,S,97.3933954413018
128,Izod,XXL,16.4489351825085
129,Cherokee Inc.,One Size,91.0735412645496
130,Baby Gap,XS,59.4246146173331
131,Guess,XXS,10.138956124959
132,Ex-Boyfriend,XXL,85.0942422813243
133,Bujo,L,34.5589607151034
134,Merc Clothing,L,38.4378016732809
135,Loyandford,XS,38.4534572579216
136,Mossimo,One Size,84.9409217992522
137,EMEL Fashion,XXXL,62.6887871193182
138,Cross Colours,S,29.2111503915913
139,Marchesa,XL,19.3191608103547
140,Nice Collective,XXS,30.9976665950369
141,EMEL Fashion,L,31.1074117944145
142,Forever 21,XL,65.6304914726086
143,Six Deuce,XS,70.2509997716411
144,Acorn Stores,One Size,61.9865270666715
145,Countess Mara,One Size,58.2136007958155
146,Calvin Klein,One Size,23.7192479757216
147,Baby Gap,One Size,65.1885281145519
148,Six Deuce,XXS,46.3473892255441
149,DKNY,S,88.9183947541371
150,JNCO,XXXL,43.9490140550532
151,Andrew Marc,L,90.3738323451829
152,H&M,XXS,10.7563549106737
153,Converse,One Size,14.8168058473695
154,Koalapop,XXS,75.388531428477
155,H&M,XL,41.3747435130061
156,Ecko Unlimited,XS,86.7131854396841
157,Andrew Marc,S,11.7234319381991
158,Lilli Ann,XXXL,15.4372070382522
159,Karen Kane,XL,19.2453879947985
160,Real Gold,XXL,7.65713650018775
161,Andrew Marc,L,20.5613805761381
162,Columbia Sportswear,XL,91.0537574789737
163,Healthtex,XS,26.2406691304597
164,SABA,XXS,1.55528865314801
165,Guess,One Size,35.2852696521605
166,Columbia Sportswear,S,50.2878693655542
167,Brooks Brothers,XXXL,10.7855115364238
168,Marchesa,XS,13.798747617192
169,Dollie & Me,XXXL,34.0465454226576
170,Real Gold,M,78.3741536994344
171,Ethika,XXS,10.7478015552032
172,Koalapop,L,11.6545667884194
173,Healthtex,XL,12.0646210923161
174,Forever 21,XXL,71.6515222683789
175,Levis,L,51.2184307543647
176,EMEL Fashion,One Size,15.1168913571708
177,Loyandford,XS,71.5767010373886
178,Karen Kane,L,29.8168879918833
179,Angels Jeanswear,L,83.8794512114858
180,Nudie Jeans,XXXL,84.1373286848596
181,Forever Lazy,S,15.2705059783862
182,Levis,XXS,29.7395536171922
183,Andrew Marc,XXXL,64.3521667012722
184,Merc Clothing,XL,81.3059933801675
185,Marchesa,L,37.9746984899858
186,Rip Curl,XS,92.6796358393876
187,Mohito,M,65.530414452092
188,Ecko Unlimited,XXL,37.6406127543378
189,Bujo,S,61.1049683476356
190,Converse,XXL,72.3153882889614
191,Countess Mara,L,54.0215603457864
192,Max Studio,L,3.83569983105906
193,DKNY,XS,96.3058173583382
194,Levis,XXL,93.0665982319352
195,Forever 21,XS,91.0885100234712
196,Angels Jeanswear,XXXL,79.1840107376613
197,SABA,XXS,29.4189574073157
198,Ecko Unlimited,XXXL,32.0216931593705
199,Lilli Ann,XXS,79.2176881270565
200,Converse,L,37.4089102202137
201,Nudie Jeans,XXL,38.4046445909909
202,Cross Colours,XXS,25.1877000151145
203,Koalapop,XS,59.5180693359664
204,Ecko Unlimited,XL,90.4100794901187
205,Countess Mara,S,69.296256317895
206,H&M,XL,87.4325874542969
207,Koton,L,6.33130417546784
208,Bujo,XXXL,9.59013711688581
209,Izod,XS,80.5830159669663
210,Levis,S,32.2633977989961
211,Avirex,XXS,97.3959578487072
212,Guess,XXL,7.61599856457487
213,DKNY,S,4.61897315253456
214,Calvin Klein,XXS,75.6784221570373
215,Columbia Sportswear,L,19.9122119945996
216,Tommy Hilfinger,L,12.7078884736206
217,Old Navy,XXS,42.4373873045842
218,JNCO,M,3.78575046350516
219,Brooks Brothers,S,54.5473233883024
220,TNT,XS,31.4177989640356
221,Ex-Boyfriend,S,19.6788199337566
222,Baby Gap,XS,37.0188680603257
223,Avirex,One Size,64.4372963697823
224,Koton,S,25.8313144672808
225,Converse,M,91.1129941968774
226,Loyandford,XL,78.8165805022309
227,Loyandford,M,56.7893036449278
228,Dollie & Me,One Size,7.44713923355897
229,Healthtex,XXXL,3.57173994070466
230,C&A,S,3.00597339403162
231,Healthtex,S,67.7007381700448
232,Baby Gap,XL,57.6433889165723
233,Countess Mara,XXXL,56.3391471828051
234,Cherokee Inc.,One Size,4.25854296295836
235,H&M,S,31.4334325126528
236,Ex-Boyfriend,XL,48.5418118590218
237,Bujo,One Size,79.4385038453334
238,Levis,XXXL,10.5489270182089
239,Lilli Ann,L,47.9751958390582
240,Ecko Unlimited,XXS,14.7763858147787
241,Hamilton Shirts,L,60.8259353269012
242,H&M,XXXL,87.4359159117732
243,C&A,XXXL,91.365541089962
244,Guess,XL,12.0596293709519
245,Columbia Sportswear,One Size,63.481645039507
246,Merc Clothing,One Size,26.4954504666363
247,TNT,XXS,9.64484207175898
248,C&A,XXS,31.5648772830911
249,Calvin Klein,XS,75.9652714603419
250,Nice Collective,XL,88.3452272873117
251,Max Studio,S,70.6148613805952
252,Six Deuce,XXXL,42.6685180746338
253,Mossimo,S,6.80844427077493
254,Ethika,XL,97.533894999667
255,Hamilton Shirts,One Size,21.6386507696652
256,Healthtex,M,70.6649723526393
257,Ethika,S,13.587895539863
258,JNCO,One Size,9.26315328118538
259,Lilli Ann,M,17.4197316376584
260,Koalapop,XL,72.885500126465
261,Forever Lazy,S,83.3105657637634
262,Tommy Hilfinger,XS,12.5811330119991
263,EMEL Fashion,M,30.8520835297425
264,Ethika,M,70.0781697822167
265,H&M,XXS,16.4054544323149
266,Forever Lazy,XXL,83.6592182766922
267,SABA,XXL,55.1643532762138
268,Mataano,XL,11.0165972844775
269,Levis,M,5.2254370624318
270,Levis,S,65.9531168252943
271,Lilli Ann,XS,5.60344457701009
272,Lee,M,81.9985143896185
273,Forever Lazy,XXS,75.3864839483921
274,Mataano,M,29.7510205804142
275,Cherokee Inc.,One Size,97.2173868432722
276,Ecko Unlimited,L,10.9768240381856
277,Guess,M,47.1205859156887
278,Koton,XS,67.2551348792646
279,Levis,One Size,16.0497710919239
280,Merc Clothing,M,80.0831933059186
281,Nice Collective,XL,58.4014978368774
282,Mossimo,XXXL,52.0535333599213
283,Andrew Marc,M,64.2209360395656
284,Angels Jeanswear,S,1.29571007345603
285,Ethika,XXS,48.5632207410239
286,Six Deuce,XXXL,79.1021850710279
287,Angels Jeanswear,XS,98.2817327740051
288,Countess Mara,M,94.338069038623
289,Loyandford,L,24.3831438894305
290,Loyandford,XXXL,17.4058480581296
291,Avirex,S,8.90135440132644
292,JNCO,XS,83.9502348401352
293,Rip Curl,XXL,59.7312612974696
294,Avirex,M,31.2782544192291
295,Six Deuce,XS,98.2971632589107
296,Karen Kane,M,87.80234399289
297,Mohito,M,84.5079559388142
298,Rip Curl,XL,92.7658349335035
299,Ex-Boyfriend,XXS,80.3529075395097
300,TNT,L,27.951619713079
301,Hamilton Shirts,XXS,9.30069960807483
302,H&M,M,58.1178131625605
303,Forever Lazy,L,61.88639725786
304,Baby Gap,XXL,68.509231045148
305,Dollie & Me,M,55.5161725378205
306,TNT,S,74.5701674686606
307,Columbia Sportswear,XXL,83.6799519344605
308,Ethika,L,66.8660749345394
309,Koton,XXS,62.6710420430969
310,Countess Mara,XL,16.120267004762
311,C&A,XXXL,90.23134790232
312,Tommy Hilfinger,XXS,7.0197910256776
313,Levis,M,81.3357265122867
314,SABA,XXXL,35.3319106923099
315,Nudie Jeans,XS,36.8165877888988
316,Levis,L,67.6300742591871
317,Max Studio,XXXL,67.6574450510821
318,Lilli Ann,XXS,35.9436392327508
319,Guess,S,78.8668312080516
320,Angels Jeanswear,XS,56.8932235831829
321,Avirex,XXL,29.1430646288875
322,Guess,M,52.44988902912
323,Baby Gap,M,38.6468572363476
324,Calvin Klein,S,72.8272167187311
325,Brooks Brothers,M,92.2513367353246
326,Loyandford,S,77.3719015905503
327,Ecko Unlimited,XXL,22.9023694963671
328,Nice Collective,XS,90.7699859732622
329,Ecko Unlimited,XS,6.56839418298024
330,TNT,XS,49.9734781980391
331,Calvin Klein,M,95.9440364483483
332,Healthtex,XXXL,71.7785505884227
333,Karen Kane,L,80.1305521028724
334,Forever Lazy,M,52.3497017469954
335,Brooks Brothers,L,19.2581420053067
336,Acorn Stores,XL,47.210868238104
337,Levis,XL,69.7507848361278
338,Nudie Jeans,One Size,22.5265816019506
339,Merc Clothing,L,3.13372656243561
340,Ethika,XXL,72.2498435644665
341,DKNY,S,20.0119764227476
342,Hamilton Shirts,XXL,18.6376614354726
343,Ecko Unlimited,XXXL,52.6910224387846
344,Mohito,M,85.6033161392451
345,Avirex,XXXL,55.0303039299465
346,Tommy Hilfinger,L,49.5372837225614
347,Avirex,M,33.6360731146466
348,Nudie Jeans,S,89.208259399146
349,Rip Curl,L,10.675861758029
350,Koalapop,XS,53.6005504362288
351,Koalapop,XXS,80.5779512802036
352,Healthtex,XS,19.5603036799283
353,Izod,S,38.6909599973312
354,Real Gold,XXXL,25.1866966975791
355,Ecko Unlimited,XL,27.3943934558865
356,Ethika,XS,35.5453693710944
357,Mossimo,M,50.398384539596
358,Guess,One Size,18.2835772681439
359,Koton,L,59.9457882353784
360,Countess Mara,L,89.2174489499151
361,Izod,XXXL,53.8690833094851
362,Tommy Hilfinger,One Size,92.4829674588903
363,Baby Gap,L,72.7627702112136
364,Rip Curl,One Size,15.8897661813021
365,Karen Kane,M,76.3191726227846
366,Andrew Marc,XXL,42.910608037799
367,Lilli Ann,XXS,47.3141940018694
368,Acorn Stores,M,3.02772497200767
369,Six Deuce,XXS,30.6721676353701
370,Tommy Hilfinger,XS,53.5888325574756
371,Levis,XXS,69.2201147969906
372,Ethika,S,9.07617740848855
373,Mossimo,XXXL,24.8975120679929
374,DKNY,XL,20.3074303149746
375,Mohito,XL,62.9134954469807
376,Avirex,XL,38.3976054063056
377,Ex-Boyfriend,XXXL,98.1458587991753
378,Lee,XS,88.2310619741823
379,C&A,One Size,92.9987579514267
380,Izod,One Size,45.8263288782101
381,Tommy Hilfinger,S,50.3941451187218
382,Bujo,One Size,87.1833204525445
383,Lee,L,32.3710478322446
384,Lee,XL,84.7631941539064
385,H&M,M,33.7475298297347
386,Angels Jeanswear,L,23.3258662942452
387,JNCO,XXS,17.9534505852281
388,H&M,One Size,22.1428702795612
389,Countess Mara,XXL,89.3438231187611
390,Acorn Stores,L,33.7610099798818
391,Mossimo,XXL,29.8497705049113
392,DKNY,XS,38.1127209775675
393,SABA,One Size,35.7824660207995
394,Cross Colours,XXXL,41.0736861382954
395,Countess Mara,One Size,57.0597312618325
396,Nice Collective,L,53.6567290670503
397,Six Deuce,One Size,20.0512157427386
398,Karen Kane,XS,64.657676659365
399,Nice Collective,XL,92.599703576695
400,H&M,S,17.3027268314281
401,Healthtex,XXS,61.4727875373665
402,Lee,S,27.4609756509126
403,Levis,XXL,18.9310483447886
404,Angels Jeanswear,M,79.883030482979
405,Real Gold,XL,8.9775056568801
406,Max Studio,M,39.8340898793349
407,Dollie & Me,XXXL,80.3043523837367
408,Merc Clothing,XXL,42.7783610582251
409,Tommy Hilfinger,M,43.9085949337616
410,Max Studio,XXS,80.3319988312814
411,Marchesa,XXXL,65.8929010605872
412,SABA,XXXL,25.6963634638564
413,Six Deuce,XXS,32.0148422541166
414,Max Studio,One Size,97.2976429459162
415,H&M,XXL,94.1436253442166
416,Healthtex,L,67.5798544974904
417,Angels Jeanswear,S,90.1407928146146
418,JNCO,L,56.2118693218622
419,Mossimo,XXXL,7.57999632441439
420,Hamilton Shirts,XS,51.8026264024911
421,Ethika,One Size,53.73309909959
422,Mataano,S,47.8228698590877
423,Nudie Jeans,One Size,25.5382792710039
424,Acorn Stores,XXXL,70.9483813047169
425,Brooks Brothers,XXS,49.92049169397
426,Mossimo,XXS,84.880543767419
427,Mataano,XXS,20.5586270306067
428,Guess,S,62.1587441406021
429,Real Gold,One Size,68.5105618976571
430,Koalapop,L,9.99170633498193
431,Columbia Sportswear,XXS,84.7027505080694
432,H&M,XXS,10.1485165600425
433,Brooks Brothers,One Size,52.5862044215138
434,Tommy Hilfinger,XL,1.34691011176766
435,Lilli Ann,XL,25.3784656777878
436,Koton,L,69.8822547909255
437,Forever 21,XXS,27.9663747632719
438,Nice Collective,One Size,51.1103129447951
439,Converse,XS,98.7072348360472
440,Lilli Ann,One Size,24.4578765604915
441,Tommy Hilfinger,XXS,51.0082538924218
442,Ex-Boyfriend,XXS,15.6797133976033
443,DKNY,S,25.7779533456908
444,Baby Gap,XXXL,77.0156341157926
445,Levis,L,20.5512174654525
446,Avirex,One Size,17.8465355112434
447,Forever Lazy,S,59.5096871510659
448,Forever Lazy,M,10.1048702355963
449,Angels Jeanswear,XXL,36.1677248976974
450,Levis,XXXL,1.46171382370485
451,Ecko Unlimited,XL,81.6352550991044
452,Ecko Unlimited,XXXL,41.2768597864904
453,C&A,L,31.2790186583432
454,Ecko Unlimited,XXXL,69.8823494132992
455,Cross Colours,XXXL,41.4702683237709
456,Ethika,XL,8.85388174040889
457,Lilli Ann,One Size,36.9060531025315
458,Mohito,XL,61.7076953885647
459,Nice Collective,XXXL,60.1688485002
460,Max Studio,XS,89.8593433619753
461,Converse,M,78.6247643044334
462,Converse,XXL,15.7258681043637
463,Izod,XS,29.7263620606281
464,Nudie Jeans,XS,2.30128633850314
465,Forever 21,L,38.796741203776
466,Loyandford,XS,92.1130089560119
467,Mohito,XL,31.2225846574747
468,Bujo,XS,56.3443761003876
469,Six Deuce,XS,47.128079155054
470,Lee,XS,86.4317674229069
471,Converse,XL,80.8643158496657
472,Max Studio,L,42.441997353659
473,C&A,M,65.346898913545
474,DKNY,XXS,48.4929741898053
475,Levis,XXXL,27.38082394301
476,Forever 21,L,64.5595764604209
477,Marchesa,L,94.7305876676601
478,Brooks Brothers,XXL,44.0533201736646
479,Izod,L,79.7370866652285
480,Baby Gap,XXS,78.4641438408122
481,Countess Mara,XXL,50.7685594315494
482,Cross Colours,M,20.6610971575887
483,Bujo,L,73.1782885506648
484,Rip Curl,XS,91.0745364465166
485,Converse,M,94.374303845863
486,Columbia Sportswear,XXXL,38.8351937368676
487,Cross Colours,XL,25.1920123510957
488,Max Studio,XXXL,79.3250475615845
489,Ex-Boyfriend,XXL,21.6445618619419
490,Koalapop,XXL,68.6889841112723
491,Avirex,M,66.0810767729213
492,DKNY,M,85.6048002990916
493,Andrew Marc,XXXL,74.4364049553109
494,Acorn Stores,S,53.4782852551333
495,Mataano,XL,90.2643586025873
496,Nice Collective,XXS,35.3191856706139
497,Countess Mara,S,30.3825818008662
498,Nudie Jeans,M,64.1103134528316
499,Cherokee Inc.,M,62.6356389846819
500,Andrew Marc,M,68.5896402567577
501,Avirex,XL,16.5860589316981
502,Converse,S,21.4618829183569
503,Real Gold,XXXL,16.7568399243787
504,Nice Collective,S,71.7424777754315
505,Ecko Unlimited,S,89.7351764769923
506,Nice Collective,XS,32.7553117777013
507,Bujo,XL,86.8506656968271
508,Merc Clothing,L,44.1802085997445
509,Nice Collective,M,52.3235304142924
510,Lee,XXXL,32.8116050147505
511,Koton,XXL,11.5565688109754
512,Acorn Stores,L,14.1431442923579
513,EMEL Fashion,XXL,68.6866293939234
514,Levis,L,61.2565875664617
515,SABA,S,51.3630641751751
516,Mataano,S,66.3783697529595
517,Nudie Jeans,L,77.6526223410166
518,Marchesa,S,88.1795548471527
519,Andrew Marc,XXS,53.1375941266946
520,Loyandford,XXXL,63.1770815295992
521,Mataano,XXXL,30.9087367723271
522,Koton,XXXL,77.0271151024043
523,Karen Kane,M,98.4423883894656
524,Lilli Ann,L,31.8402361910978
525,Countess Mara,XXXL,27.1328604017072
526,Acorn Stores,XS,24.1506399340698
527,Converse,XS,65.304495336164
528,Angels Jeanswear,XS,87.5625500839961
529,Six Deuce,S,85.7692843506901
530,Brooks Brothers,XXXL,17.5217560397097
531,Rip Curl,XXXL,94.6327353821288
532,Levis,XS,91.0696598827232
533,Six Deuce,XXXL,96.644093491437
534,Mataano,XS,6.01143727917757
535,Mataano,One Size,91.694638664692
536,Izod,XS,60.2233037395511
537,Levis,S,67.9141845656159
538,Izod,XS,77.4057526464601
539,EMEL Fashion,XXXL,92.3662304768182
540,Dollie & Me,XL,74.533857745367
541,Forever Lazy,XL,52.7242945142669
542,Forever 21,M,8.25627744396044
543,Real Gold,XXL,29.9001342281234
544,JNCO,XS,42.7211131205415
545,DKNY,XXXL,25.9633938111194
546,Six Deuce,XXS,96.2300811229414
547,Marchesa,XL,9.73540774068581
548,Cherokee Inc.,XXXL,47.8727109836753
549,Angels Jeanswear,S,11.5080232697111
550,Ecko Unlimited,XXL,71.1478255666549
551,Loyandford,S,63.2371811872521
552,Real Gold,XXL,56.0788252712594
553,SABA,One Size,23.8088374411728
554,Loyandford,XXL,75.5687071977037
555,TNT,M,80.9420322705722
556,DKNY,S,67.5830786645334
557,Loyandford,S,49.452262930317
558,Loyandford,L,76.2567323521975
559,Tommy Hilfinger,XXS,60.3526187037828
560,Loyandford,XXXL,96.0238602347783
561,Converse,XXS,40.3616010757916
562,Old Navy,XXXL,50.6123434987908
563,Healthtex,XS,88.653105150281
564,Bujo,XXXL,98.0223895199701
565,Avirex,XXS,85.8471541972119
566,Levis,One Size,70.4159313088357
567,Ethika,L,79.2637604057154
568,Rip Curl,S,19.8709149583573
569,SABA,XXL,93.1432254785407
570,Columbia Sportswear,M,12.7116862012593
571,Marchesa,XXL,81.8230449239831
572,Tommy Hilfinger,One Size,19.2377192774963
573,Acorn Stores,XL,61.3227434369376
574,Ex-Boyfriend,One Size,63.8852516561212
575,Nudie Jeans,L,91.5013298124547
576,Cross Colours,M,42.2222657544642
577,Mohito,XXS,32.2775232867699
578,JNCO,XXL,9.41936764466547
579,Ecko Unlimited,One Size,93.5009924650663
580,Nudie Jeans,L,39.3245370971619
581,Merc Clothing,XL,16.6064359888464
582,Merc Clothing,XXL,97.205768255147
583,DKNY,XXS,84.9447584692132
584,Angels Jeanswear,XL,83.6581356607648
585,Old Navy,XL,47.9943116903279
586,Merc Clothing,L,40.2490588013311
587,Mataano,One Size,38.7354700950605
588,Countess Mara,One Size,59.4061750566616
589,Forever Lazy,XL,71.3094937989067
590,Izod,XXL,43.4822180832188
591,Andrew Marc,One Size,13.773415039188
592,Tommy Hilfinger,One Size,2.32779718019431
593,Max Studio,M,4.68861373033776
594,Angels Jeanswear,S,53.8704874067896
595,DKNY,L,12.600517143775
596,Mataano,M,3.01849500649539
597,Old Navy,S,35.8058421848369
598,Ex-Boyfriend,XS,57.641242690683
599,Countess Mara,L,94.6730748324995
600,Merc Clothing,XL,24.3474213608296
601,Countess Mara,XXS,43.8939752499079
602,Izod,L,97.1893909276414
603,Bujo,XXL,16.172561484935
604,Karen Kane,XXL,98.7836174251435
605,Izod,XXS,31.564228841832
606,Merc Clothing,One Size,43.7717047025318
607,Karen Kane,S,51.4283383048272
608,Ethika,XXL,9.51953875344225
609,Hamilton Shirts,XXXL,42.4319979978874
610,JNCO,One Size,91.5559873522986
611,Ethika,One Size,73.0412109415239
612,Loyandford,S,92.3448665553447
613,Converse,One Size,57.6826367530425
614,SABA,XXXL,55.9622953976329
615,TNT,XL,18.6959397670328
616,Levis,XL,73.203834096996
617,Six Deuce,XL,50.936683795851
618,Angels Jeanswear,XL,95.9598469687439
619,Rip Curl,XXXL,11.6278258080724
620,Old Navy,S,39.3106757226915
621,Old Navy,One Size,43.2704493027508
622,Real Gold,S,20.9898078273934
623,Koton,XS,80.1629501842721
624,Ecko Unlimited,M,17.89298377833
625,Angels Jeanswear,XS,27.7393734733292
626,Ex-Boyfriend,XXS,93.4303714066885
627,Koton,XL,50.5674200950039
628,Cherokee Inc.,L,49.2234891924185
629,Real Gold,XXL,23.2200127016846
630,Guess,XS,91.3661586848861
631,Koalapop,XS,72.938945789793
632,Avirex,XXL,1.95418010417101
633,Forever Lazy,One Size,21.9305922668104
634,Guess,XL,41.4619679332068
635,Calvin Klein,XXS,6.65795645474361
636,Ex-Boyfriend,XL,42.2830112340315
637,Nice Collective,XL,89.0786572159634
638,Converse,L,76.9444759390058
639,TNT,L,30.3832765339796
640,Real Gold,XXS,67.4140376557661
641,TNT,XS,96.349772685836
642,Karen Kane,XL,11.6078594781495
643,Ethika,XXXL,98.1215666528426
644,Angels Jeanswear,M,46.8101916228469
645,Izod,S,95.1599935349822
646,Ex-Boyfriend,L,95.6446244780182
647,Ethika,M,32.2126340308285
648,Mohito,XXS,19.224743690912
649,SABA,XL,5.35236083592864
650,H&M,XXS,56.4086859898682
651,Mataano,M,61.2219880089266
652,Ecko Unlimited,XL,52.3465717375961
653,Ethika,XS,29.8327041672695
654,Andrew Marc,XS,51.6803256667593
655,Forever Lazy,M,89.4546207038009
656,Lilli Ann,L,25.4280175997075
657,Forever Lazy,XXXL,79.7727188438981
658,Calvin Klein,One Size,16.0198917687032
659,Cross Colours,XL,66.6081621710249
660,Max Studio,XXXL,68.8050556275086
661,C&A,L,76.8671739599049
662,C&A,S,19.8033505556189
663,Guess,S,76.3190946277786
664,Countess Mara,XXS,17.5971506049843
665,Andrew Marc,One Size,63.1864781375911
666,Lee,XXXL,13.3271177696656
667,SABA,M,94.4758631090987
668,Lee,L,37.8479244210049
669,H&M,XXS,71.2751133508399
670,Acorn Stores,S,68.2304651347131
671,Cherokee Inc.,L,64.8540023955768
672,Mohito,XXL,83.7694043283208
673,Levis,XXS,56.1179767703256
674,Acorn Stores,XS,94.9813220840792
675,Lee,S,53.4675804383436
676,Angels Jeanswear,XXXL,94.2227635435866
677,Converse,L,67.0792616862241
678,Levis,XXL,47.6556685686371
679,Forever 21,S,60.8534247432153
680,Acorn Stores,M,96.4921717594807
681,Koalapop,One Size,8.77206444589983
682,SABA,M,74.1371347672013
683,Guess,XXXL,43.6748277725069
684,Lee,One Size,82.8640781663657
685,Andrew Marc,S,85.4305761742548
686,Countess Mara,XXXL,38.5078567944038
687,Forever Lazy,L,61.6944541706212
688,Ex-Boyfriend,XXS,86.5719844408203
689,Old Navy,XXS,5.2153392169696
690,Healthtex,One Size,87.74458972865
691,Countess Mara,XS,93.6544537430883
692,Ethika,XXL,80.2818559251176
693,Cherokee Inc.,XXXL,80.6909654795616
694,Angels Jeanswear,XS,33.6571772041066
695,Mossimo,XL,18.4255521490358
696,Healthtex,XXS,24.0330491066133
697,Cross Colours,XXL,21.8044125297127
698,Countess Mara,XL,23.8551427171822
699,Dollie & Me,One Size,26.6216045085441
700,JNCO,XXXL,5.79392889039308
701,Acorn Stores,M,12.1510051512863
702,Nudie Jeans,One Size,16.9173908796708
703,Karen Kane,S,41.061891492485
704,Tommy Hilfinger,XS,11.1191063584383
705,Nudie Jeans,L,78.5981990725725
